"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90_25","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","asistencias_90_48","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png"
"F. Melillán","Club Atlético Mitre","Club Atlético Mitre","CB",28,50000,NA,24,1914,0,0.42,0,0.04,16.18,66.86,"Argentina","Argentina","izquierdo",183,76,"no",9.5,6.58,80.71,5.64,62.5,0.38,0.55,0.61,3.81,5.57,1.36,11,0.52,0,0,0.19,0,0,0,0.02,0,0,4,0.19,50,0,0,0.14,66.67,0.14,66.67,0,0,0,0,0,1.32,50,0.33,0.28,0.14,20.83,0.42,0.99,35.6,82.83,14.15,64.78,1.6,100,17.73,96.29,28.21,90.67,7.24,52.6,23.36,35.22,0,0,0,0,0,0,3.86,52.44,0.85,33.33,0.38,25,0.28,0.09,7.29,61.29,0,NA,0,NA,0,0,0,0,NA,NA,1.36,NA,0.05,0,0,0,0,0,"Argentina","MIT","ARG_MIT","Defensas",NA
"F. Castro","Colón","Colón","CF",29,2e+05,NA,23,1910,7,5.6,0,0.82,24.27,31.07,"Argentina","Argentina","derecho",177,71,"no",3.3,3.44,60.27,4.95,26.67,0,0,0.09,1.23,2.05,1.84,5,0.24,0,0,1.84,0.33,6,0.28,0.26,1,0.05,39,1.84,41.03,17.949,0,0.94,25,0.47,40,0.42,11.11,0,1.74,48.65,10.98,25.75,2.31,0.75,0.05,10.13,1.41,1.23,16.02,70.59,3.72,55.7,4.76,91.09,4.24,64.44,14.51,74.35,0.61,53.85,17.06,18.08,0.04,0,0,0.05,0,0.24,1.6,61.76,0.9,31.58,0.05,0,0.38,0.14,1.32,57.14,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.05,0.05,0,0,1,100,"Argentina","COL","ARG_COL","Delanteros",NA
"J. Antonini","Estudiantes Río Cuarto","Estudiantes Río Cuarto","RB",26,50000,"2025-12-31",22,1903,2,1.95,0,0.06,14.8,60.7,"Argentina","Argentina","derecho",187,88,"no",9.51,6.53,71.74,5.11,52.78,0.24,0.34,0.57,4.59,6.58,0.95,6,0.28,0,0,0.47,0.09,2,0.09,0.09,2,0.09,13,0.61,30.77,15.385,0,0.52,27.27,0,0,0.52,27.27,0.05,0.19,50,0.8,47.06,0.85,0.33,0,14.42,0.24,0.24,27.9,75.08,13.67,63.67,1.66,91.43,9.13,85.49,21.85,83.55,5.58,45.76,21.95,35.42,0,0,0.05,0.05,100,0.05,4.16,45.45,0.8,17.65,0.19,25,0.14,0.14,5.96,62.7,0,NA,0,NA,0,0,0,0,NA,NA,0.38,NA,0,0,0,0,0,0,"Argentina","AAE","ARG_AAE","Defensas",NA
"N. Sánchez","Agropecuario","Agropecuario","LCMF",33,150000,NA,28,1896,4,3.75,0,0.6,18.84,51.89,"Argentina","Argentina","ambidiestro",180,66,"no",8.59,6.88,63.45,1.42,43.33,0.66,1.18,0.14,3.56,6.34,1.23,3,0.14,0,0,1.52,0.19,1,0.05,0.18,0,0,15,0.71,33.33,26.667,0,1.28,25.93,1.04,22.73,0.24,40,0.14,1.95,46.34,8.69,44.81,0.9,2.09,0.14,32.71,0.62,3.23,50.46,82.03,18.18,67.89,7.88,94.58,16.76,90.65,41.91,88.45,7.45,54.14,19.35,29.55,0.03,0.14,0.05,0.09,50,0.09,9.87,64.9,1.57,30.3,0.43,22.22,0.19,0.38,7.93,76.05,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,0.43,0,0,1.42,4,75,"Argentina","AGR","ARG_AGR","Mediocampo",NA
"E. Cardozo","Nueva Chicago","Nueva Chicago","AMF",23,150000,"2024-12-31",30,1884,1,2.03,3,4.27,18.87,45.82,"Argentina","Argentina, Paraguay","derecho",167,59,"no",4.3,3.3,53.62,2.68,42.86,0.62,1.05,0.1,1.91,3.23,1.19,7,0.33,1,0.05,2.39,0.05,1,0.05,0.1,1,0.05,31,1.48,35.48,3.226,0.14,0.91,26.32,0.62,23.08,0.29,33.33,0.14,3.15,50,10.75,45.33,1.91,2.2,0.38,23.26,0.86,2.68,32.58,81.96,10.7,71.88,6.11,95.31,10.03,85.24,28.28,85.64,3.39,66.2,16.85,30.83,0.2,0.14,0,0.29,16.67,0.29,6.64,79.86,1.82,50,0.24,60,0.96,0.33,5.35,78.57,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,2.63,0.38,37.5,3.58,0,0,"Argentina","NUC","ARG_NUC","Mediocampo_Ofensivo",NA
"F. Rizzi","Nueva Chicago","Nueva Chicago","LB",27,150000,NA,24,1884,0,0.23,0,0.48,14.47,50.83,"Argentina","Argentina, Italy","izquierdo",175,70,"no",8.07,6.4,64.93,2.25,31.91,0.29,0.46,0.05,3.63,5.88,0.67,2,0.1,0,0,1.34,0,0,0,0.01,0,0,9,0.43,11.11,0,0,2.34,34.69,2.29,35.42,0,0,0.33,1.15,41.67,2.68,33.93,0.53,1.05,0.29,19.11,1.53,0.62,30.05,69.32,14.33,60,3.44,88.89,7.45,76.28,21.4,79.69,6.4,46.27,20.55,31.07,0.02,0,0,0,0,0.14,5.16,57.41,2.05,46.51,0,0,0.19,0.86,8.89,60.75,0,NA,0,NA,0,0,0,0,NA,NA,0.38,NA,0,0,0,0.1,0,0,"Argentina","NUC","ARG_NUC","Defensas",NA
"L. Ferreyra","Central Norte","Central Norte","LW",23,450000,"2025-12-31",21,1869,6,5.88,3,4.88,15.56,40.52,"Argentina","Argentina","derecho",171,71,"no",3.86,3.2,73.02,1.47,20.69,0.15,0.22,0,1.37,2.01,0.36,3,0.14,0,0,3.97,0.29,5,0.25,0.3,0,0,44,2.24,54.55,13.636,0.15,2.54,36,2.03,42.5,0.51,10,0.05,3.71,46.58,9.25,34.07,2.8,2.14,0.25,14.49,2.34,1.02,19.58,70.39,4.68,64.13,3.56,88.57,6.97,70.07,15.97,77.39,1.17,43.48,19.22,24.09,0.25,0.15,0,0.25,40,0.61,1.78,62.86,2.39,57.45,0.51,20,1.07,1.02,2.85,80.36,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,1.63,0.31,66.67,2.75,1,100,"Argentina","CEN","ARG_CEN","Extremos",NA
"N. Morro","San Telmo","San Telmo","LCB",27,0,"2025-12-31",19,1865,0,1.11,1,0.72,12.73,55.6,"Argentina","Argentina, Italy","izquierdo",182,78,"no",8.4,4.58,70,4.02,40.51,0.36,0.62,0.46,4.84,8.38,0.31,1,0.05,0,0,0.61,0,0,0,0.06,0,0,6,0.31,16.67,0,0.05,0.51,60,0.41,62.5,0.1,50,0.05,0.36,71.43,1.78,54.29,0.36,1.43,0,25.98,0.76,0.51,43.14,79.34,21.04,67.07,3.06,95,16.2,91.82,31.02,89.16,11.71,53.91,26.66,43.85,0.04,0,0.05,0.05,0,0.1,9.98,57.65,1.88,40.54,1.12,45.45,0.81,0.31,12.17,74.06,0,NA,0,NA,0,0,0,0,NA,NA,2.09,NA,0.05,0.05,0,0,0,0,"Argentina","STE","ARG_STE","Defensas",NA
"I. González","Gimnasia Mendoza","Gimnasia Mendoza","LCB",27,450000,"2025-12-31",19,1864,2,1.6,0,0.14,13.91,65.97,"Argentina","Argentina, Italy","izquierdo",184,82,"no",7.34,5.07,71.43,6.28,63.85,0.24,0.41,0.14,3.48,5.97,1.01,3,0.14,0,0,0.19,0.1,2,0.1,0.08,1,0.05,13,0.63,30.77,15.385,0,0.05,0,0.05,0,0,0,0,0.05,0,0.48,40,0.77,0.39,0,16.71,0.24,0.34,29.21,78.68,15.06,65.06,1.93,92.5,11.11,95.22,22.16,88.45,7,48.28,25.94,41.97,0.01,0,0,0,0,0.05,4.49,45.16,0.53,36.36,0.39,50,0.19,0,6.76,67.14,0,NA,0,NA,0,0,0,0,NA,NA,1.59,NA,0,0,0,0,0,0,"Argentina","GIM","ARG_GIM","Defensas","DEFENSAS_GIMNASIA_MENDOZA_I_GONZÁLEZ.png"
"A. Masuero","Talleres Remedios","Talleres Remedios","LCB",37,25000,"2025-12-31",19,1864,2,2.06,0,0.3,11.62,58.77,"Argentina","Argentina","derecho",191,82,"no",9.12,4.03,70.89,4.33,57.65,0.41,0.62,0.87,5.86,8.87,0.66,6,0.29,0,0,0.56,0.1,2,0.1,0.11,1,0.05,13,0.66,53.85,15.385,0,0.05,100,0,0,0.05,100,0,0.25,60,0.87,35.29,0.76,0.66,0,14.47,0.46,0.36,34.91,72.85,18.14,60.11,1.33,96.15,12.89,89.72,24.67,83.26,10.19,47.5,27.47,43.47,0.02,0,0,0,0,0.05,6.93,54.41,0.56,27.27,0.1,50,0.25,0.05,9.94,55.9,0,NA,0,NA,0,0,0,0,NA,NA,0.92,NA,0.15,0.05,0,0,1,0,"Argentina","TAL","ARG_TAL","Defensas",NA
"J. Benítez","Estudiantes Caseros","Estudiantes Caseros","LCB",31,0,"2025-12-31",21,1858,1,1.37,0,0.23,14.14,70.55,"Argentina","Argentina",NA,0,0,"no",8.28,4.36,76.67,5.86,74.38,0.29,0.5,0.29,4.65,8.07,0.63,5,0.24,0,0,0.19,0.05,1,0.05,0.07,1,0.05,11,0.53,27.27,9.091,0,0.1,0,0.05,0,0.05,0,0,0.24,20,1.07,36.36,1.11,0.24,0.05,13.27,0.44,0.53,29.98,71.24,16.76,58.67,0.78,87.5,10.12,89,20.73,81.78,9.16,48.15,26.02,37.79,0.01,0,0,0.05,0,0.05,6.93,50.35,0.78,31.25,0.44,22.22,0.48,0,8.91,63.59,0,NA,0,NA,0,0,0,0,NA,NA,0.44,NA,0.05,0,0,0,0,0,"Argentina","EST","ARG_EST","Defensas",NA
"F. Bravo","Chacarita Juniors","Chacarita Juniors","RDMF",31,3e+05,NA,20,1854,2,0.46,0,0.14,15.78,60.62,"Argentina","Argentina","derecho",185,82,"no",11.12,6.84,64.54,4.51,63.44,0.68,1.07,0.29,6.02,9.49,1.36,8,0.39,0,0,0.44,0.1,2,0.1,0.02,1,0.05,7,0.34,42.86,28.571,0,0.34,28.57,0,0,0.34,28.57,0.1,0.19,100,1.6,48.48,0.44,0.29,0.1,22.43,0.15,0.78,40.68,83.29,17.04,72.93,3.25,97.01,16.84,90.49,35.05,87.81,5.29,56.88,20.42,33.1,0.01,0,0,0,0,0,5.1,60.95,0.63,23.08,0.24,20,0.15,0.1,6.89,68.31,0,NA,0,NA,0,0,0,0,NA,NA,0.63,NA,0,0,0,0,0,0,"Argentina","CHA","ARG_CHA","Mediocampo_Defensivo",NA
"D. García","Almirante Brown","Almirante Brown","AMF",39,10000,NA,28,1842,3,3.02,3,3.17,15.24,46.15,"Argentina","Argentina","derecho",178,71,"no",3.62,2.44,64,0.78,31.25,0,0,0.1,2.05,3.32,0.29,1,0.05,0,0,4.3,0.15,1,0.05,0.15,0,0,29,1.42,37.93,10.345,0.15,3.32,36.76,2,41.46,1.22,32,0.29,4.25,58.62,10.6,44.7,0.83,2.15,0.24,21.94,1.32,1.81,34.64,66.01,14.71,56.15,3.27,89.55,12.56,74.71,23.5,74.64,8.06,52.12,22.98,35.98,0.15,0,0,0.2,25,0.49,10.55,57.41,4.93,37.62,1.61,24.24,1.17,1.37,9.48,76.29,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,3.91,0.39,37.5,2.98,2,100,"Argentina","ALM","ARG_ALM","Mediocampo_Ofensivo",NA
"I. Costantino","Deportivo Morón","Deportivo Morón","CF",26,0,"2025-12-31",29,1836,6,6.78,0,0.62,25.76,41.04,"Argentina","Argentina","izquierdo",193,0,"si",4.82,4.22,58.82,9.33,48.4,0.1,0.15,0.1,2.23,3.33,1.49,1,0.05,1,0.05,1.29,0.29,3,0.15,0.34,0,0,34,1.69,38.24,17.647,0,0.84,23.53,0.6,33.33,0.2,0,0.1,1.04,42.86,7.74,25,2.28,0.69,0.1,7.4,1.69,1.04,13.4,68.52,3.47,54.29,3.23,81.54,3.18,71.88,12.21,71.95,0.45,55.56,14.34,10.41,0.03,0.05,0,0.05,0,0.25,1.74,48.57,0.65,15.38,0.05,0,0.35,0.15,1.34,59.26,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,4,75,"Argentina","DMO","ARG_DMO","Delanteros",NA
"M. Rivero","Agropecuario","Agropecuario","RCMF",35,1e+05,NA,23,1831,1,0.44,1,1.22,14.35,56.85,"Argentina","Argentina","derecho",175,72,"no",6,4.62,64.89,1.43,58.62,0.34,0.54,0.15,2.65,4.2,0.79,4,0.2,0,0,2.16,0.05,1,0.05,0.02,1,0.05,14,0.69,21.43,7.143,0.05,1.18,41.67,0.29,33.33,0.88,44.44,0.05,1.57,75,4.92,56,0.39,1.03,0.34,26.44,0.34,1.57,40.65,78.6,15.53,68.35,4.87,93.94,14.45,88.1,32.69,85.26,6.93,53.19,21.03,37.56,0.06,0.05,0,0.49,70,0.15,9.14,69.35,3.15,46.88,1.33,55.56,0.93,0.39,8.16,80.12,0,NA,0,NA,0,0,0,0,NA,NA,0.15,NA,0.88,0.05,0,1.62,0,0,"Argentina","AGR","ARG_AGR","Mediocampo",NA
"F. Lorenzón","Deportivo Morón","Deportivo Morón","RCB",24,0,"2025-12-31",19,1827,1,0.7,0,0,16.06,69.81,"Argentina","Argentina","derecho",188,83,"si",11.05,6.99,72.39,4.48,77.91,0.31,0.44,0.57,5.68,7.94,1.04,4,0.2,1,0.05,0.21,0.05,1,0.05,0.04,0,0,8,0.42,25,12.5,0,0.1,0,0,0,0.1,0,0,0.21,50,1.36,38.46,0.73,0.52,0.05,13.35,0.52,0.47,27.95,75.56,15.59,67.22,1.15,95.45,9.28,87.64,20.44,82.91,7.4,56.34,25.66,39.78,0,0,0,0,0,0,4.28,56.1,0.31,0,0.31,16.67,0.05,0.05,8.92,67.25,0,NA,0,NA,0,0,0,0,NA,NA,0.89,NA,0,0,0,0,0,0,"Argentina","DMO","ARG_DMO","Defensas",NA
"L. Nieto","Temperley","Temperley","LCMF",34,250000,NA,21,1825,2,2.36,4,2.98,19.5,41.18,"Argentina","Argentina","izquierdo",178,73,"no",6.21,4.9,59.57,3.18,44.26,0.68,1.02,0.26,2.61,3.94,0.73,1,0.05,0,0,1.88,0.1,2,0.1,0.12,0,0,25,1.3,32,8,0.21,1.3,48,0.83,50,0.42,37.5,0.16,2.24,34.88,8.81,31.95,0.83,1.25,0.31,25.24,0.94,1.72,35.46,81.91,12.46,69.87,5.89,97.35,11.26,86.57,29.51,87.99,4.69,53.33,18.17,34.35,0.16,0,0,0.21,25,0.21,7.77,68.46,2.76,33.96,0.83,37.5,0.47,0.68,6.1,83.76,0,NA,0,NA,0,0,0,0,NA,NA,0.26,NA,3.08,0.16,0,2.76,0,0,"Argentina","TEM","ARG_TEM","Mediocampo",NA
"A. Quintana","Gimnasia Jujuy","Gimnasia Jujuy","CF",33,175000,NA,20,1814,6,5.52,0,0.71,29.07,34.13,"Argentina","Argentina","derecho",190,79,"no",4.66,3.87,62.82,6.55,42.42,0.3,0.5,0.2,1.93,3.25,2.03,5,0.25,0,0,1.14,0.3,6,0.3,0.27,2,0.1,25,1.24,32,24,0,0.79,25,0.25,40,0.55,18.18,0,1.64,33.33,12.95,22.22,3.72,0.3,0.05,5.85,1.84,1.79,12.95,64.75,2.28,52.17,4.37,81.82,2.48,60,12.01,67.77,0.25,40,14.74,8.44,0.04,0.05,0.05,0,0,0.2,0.84,52.94,0.6,41.67,0,0,0.55,0.15,0.79,56.25,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.05,0,0,"Argentina","GIJ","ARG_GIJ","Delanteros",NA
"S. Rosales","Club Atlético Mitre","Club Atlético Mitre","CF",30,3e+05,"2025-12-31",23,1808,6,7.02,4,2.27,24.64,45.86,"Argentina","Argentina","derecho",180,72,"no",5.18,2.44,63.27,9.96,49.5,0.55,0.79,0.1,3.09,4.44,0.75,2,0.1,0,0,2.94,0.3,5,0.25,0.35,3,0.15,62,3.09,25.81,9.677,0.2,0.4,50,0.2,50,0.2,50,0.1,2.74,61.82,9.21,41.62,2.99,2.54,0.1,21.75,3.19,1.59,29.52,73.19,10.25,66.5,3.88,87.18,9.76,77.55,27.58,74.91,1.54,48.39,16.57,16.38,0.11,0,0.05,0.65,38.46,0.55,5.77,68.97,2.04,48.78,0.65,38.46,1.24,0.15,4.88,81.63,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.05,1,100,"Argentina","MIT","ARG_MIT","Delanteros",NA
"A. Arregui","Temperley","Temperley","RCMF",32,550000,NA,21,1798,1,2.12,0,0.02,13.47,53.31,"Argentina","Argentina","derecho",176,74,"no",9.59,4.51,68.6,4.25,55.56,0.94,1.45,0.16,5.56,8.55,0.63,6,0.3,0,0,0.52,0.05,1,0.05,0.11,1,0.05,24,1.26,25,4.167,0,0.37,14.29,0.16,0,0.21,25,0.05,0.47,33.33,2.36,28.89,1.1,0.52,0,19.45,0.21,0.73,36.22,74.53,14.52,58.48,3.88,91.89,14.1,87.36,30.98,80.2,4.87,43.01,20.19,36.98,0,0,0,0.1,0,0,6.97,54.14,1.21,21.74,0.47,11.11,0.31,0.05,8.02,66.01,0,NA,0,NA,0,0,0,0,NA,NA,0.73,NA,0,0,0,0,0,0,"Argentina","TEM","ARG_TEM","Mediocampo",NA
"N. Malvacio","Talleres Remedios","Talleres Remedios","LCB",25,125000,NA,19,1789,0,0.69,1,0.87,19.32,61.71,"Argentina","Argentina","izquierdo",169,73,"no",11.12,7.5,71.63,6.87,62.02,0.64,0.88,0.48,5.11,7.06,1.17,5,0.25,2,0.1,0.69,0,0,0,0.04,0,0,7,0.37,28.57,0,0.05,0.64,58.33,0.53,60,0.11,50,0.16,0.37,57.14,2.08,38.46,0.53,0.59,0.21,12.4,0.59,0.53,29.7,70.97,18.31,61.63,1.54,86.21,8.14,89.54,19.16,80.56,9.9,53.23,26.76,40.48,0.05,0.05,0.05,0.05,0,0.11,6.97,58.02,1.28,41.67,0.32,33.33,0.21,0.43,10.59,62.81,0,NA,0,NA,0,0,0,0,NA,NA,0.69,NA,0,0,0,0,0,0,"Argentina","TAL","ARG_TAL","Defensas",NA
"F. Duré","Gimnasia Jujuy","Gimnasia Jujuy","RW",28,0,"2025-12-31",29,1781,2,2.39,1,0.87,23.04,47.37,"Argentina","Argentina","derecho",0,0,"si",11.77,8.64,66.08,4.95,47.96,1.11,1.68,0.4,4.95,7.5,1.52,9,0.45,0,0,1.67,0.1,2,0.1,0.12,1,0.05,33,1.67,30.3,6.061,0.05,1.62,21.88,0.1,0,1.47,24.14,0.2,1.87,40.54,6.37,29.37,1.21,0.56,0.05,11.12,0.71,0.61,23.14,65.07,10.61,55.71,2.83,85.71,6.52,73.64,16.52,75.84,5.1,42.57,21.17,27.75,0.04,0.05,0.1,0.05,100,0.1,5.05,53,1.41,42.86,0.15,66.67,0.4,0.45,6.62,69.47,0,NA,0,NA,0,0,0,0,NA,NA,0.15,NA,0.05,0.05,100,0,0,0,"Argentina","GIJ","ARG_GIJ","Extremos",NA
"N. Acosta","Almirante Brown","Almirante Brown","RW",22,0,"2025-12-31",25,1780,0,0.2,0,2.09,17.6,49.71,"Argentina","Argentina",NA,0,0,"no",9.3,5.61,72.07,2.12,38.1,0.91,1.47,0.2,4.35,7.03,0.61,2,0.1,1,0.05,3.03,0,0,0,0.01,0,0,7,0.35,14.29,0,0,3.59,33.8,0.25,40,3.34,33.33,0.46,3.03,58.33,7.99,41.77,0.4,2.02,0.1,17.19,1.47,1.31,29.68,63.54,11.17,46.15,4.55,92.22,8.6,70.59,20.68,74.08,5.46,43.52,21.2,33.07,0.11,0,0,0,0,0.4,4.85,48.96,3.44,35.29,0.25,0,0.3,1.31,7.74,58.82,0,NA,0,NA,0,0,0,0,NA,NA,0.1,NA,0,0,0,0.05,0,0,"Argentina","ALM","ARG_ALM","Extremos",NA
"A. Melo","Agropecuario","Agropecuario","CF",29,4e+05,NA,30,1770,1,3.98,5,4.62,18.71,42.66,"Argentina","Argentina","derecho",180,70,"no",3.92,3.1,57.38,1.32,42.31,0.36,0.55,0.05,1.78,2.77,0.61,0,0,0,0,4.78,0.05,1,0.05,0.2,0,0,42,2.14,35.71,2.381,0.25,5.34,27.62,1.07,23.81,4.22,28.92,0.25,4.27,54.76,11.39,39.29,2.69,1.98,0.25,24.36,2.9,1.58,34.37,64.5,8.95,53.98,6.2,82.79,12.51,65.45,25.88,73.08,3.51,52.17,19.93,31.74,0.23,0,0,0.46,44.44,0.46,3.97,64.1,5.39,41.51,0.71,28.57,1.07,1.47,5.54,77.06,0,NA,0,NA,0,0,0,0,NA,NA,0.1,NA,2.9,0.41,37.5,2.95,1,0,"Argentina","AGR","ARG_AGR","Delanteros",NA
"R. Juárez","Defensores Unidos","Defensores Unidos","CF",23,0,NA,28,1769,1,2.2,2,2.25,27.52,36.78,"Argentina","Argentina",NA,0,0,"no",4.27,3.92,64.94,1.83,22.22,0.15,0.21,0.05,1.58,2.13,0.66,2,0.1,1,0.05,3.36,0.05,1,0.05,0.11,0,0,25,1.27,28,4,0.1,1.68,30.3,0.61,33.33,1.02,30,0.25,4.22,55.42,18.77,31.98,1.73,2.04,0.41,11.65,1.32,2.04,20.91,72.99,6.46,64.57,3.87,80.26,5.55,76.15,18.21,78.49,1.12,45.45,15.31,15.63,0.11,0.05,0,0.2,75,0.25,3.05,73.33,2.24,36.36,0.31,50,0.71,0.61,3.31,75.38,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.41,0.1,50,1.53,0,0,"Argentina","DEU","ARG_DEU","Delanteros",NA
"N. Cháves","Chacarita Juniors","Chacarita Juniors","LB",24,150000,"2026-12-31",21,1763,0,0.56,1,0.25,18.94,45.82,"Argentina","Argentina","izquierdo",170,67,"no",9.65,6.43,68.25,2.55,44,0.71,1.06,0.2,4.54,6.73,1.02,2,0.1,0,0,1.38,0,0,0,0.03,0,0,6,0.31,16.67,0,0.05,1.17,30.43,1.17,30.43,0,0,0,1.99,48.72,7.15,33.57,0.31,1.17,0.2,17.31,1.43,1.12,25.88,78.7,11.08,68.2,5.21,98.04,4.75,82.8,22,85.15,2.71,47.17,17.52,33.07,0.01,0,0,0,0,0.05,3.88,68.42,1.12,36.36,0.15,33.33,0.26,0.36,5.36,73.33,0,NA,0,NA,0,0,0,0,NA,NA,0.2,NA,0,0,0,0.05,0,0,"Argentina","CHA","ARG_CHA","Defensas",NA
"A. Cabrera","Estudiantes Río Cuarto","Estudiantes Río Cuarto","LCMF",32,550000,NA,19,1757,2,0.92,1,0.59,17.83,57.76,"Argentina","Argentina","derecho",185,82,"si",11.37,8.4,66.46,2.82,52.73,0.31,0.45,0.15,5.48,8.07,1.49,8,0.41,0,0,1.13,0.1,2,0.1,0.05,1,0.05,10,0.51,40,20,0.05,0.46,44.44,0.1,50,0.31,50,0.05,1.08,61.9,4.61,56.67,0.51,0.56,0,24.84,0.36,1.43,43.95,82.17,17.98,69.8,4.15,93.83,16.6,91.67,36.83,87.34,6.71,56.49,19.56,33.58,0.03,0,0,0.15,33.33,0.2,8.04,73.89,1.43,50,0.46,33.33,0.51,0.15,8.25,75.78,0,NA,0,NA,0,0,0,0,NA,NA,0.51,NA,0.05,0.05,0,0,0,0,"Argentina","AAE","ARG_AAE","Mediocampo",NA
"José Barreto","Colón","Colón","LW",25,225000,NA,33,1757,2,3.46,1,1.35,20.75,45.68,"Argentina","Argentina","derecho",184,76,"no",4.82,4.25,59.04,4.61,55.56,0.26,0.47,0.05,2.05,3.8,1.38,2,0.1,0,0,3.18,0.1,2,0.1,0.18,1,0.05,43,2.2,18.6,4.651,0.05,3.38,28.79,2.1,36.59,1.23,16.67,0.51,2.82,61.82,9.12,36.52,2.56,1.84,0.36,16.34,2.82,1.13,23.1,63.86,5.33,53.85,5.02,89.8,7.53,58.5,17.01,72.89,3.12,47.54,19.31,25.86,0.07,0,0,0.15,33.33,0.36,2.51,57.14,3.07,41.67,0.41,25,0.51,0.97,3.43,76.12,0,NA,0,NA,0,0,0,0,NA,NA,0.05,NA,0,0,0,0,0,0,"Argentina","COL","ARG_COL","Extremos",NA
"L. Pollacchi","San Telmo","San Telmo","RCB",25,0,"2026-12-31",19,1757,0,0.78,0,0,16.93,62.82,"Argentina","Argentina",NA,0,0,"no",9.82,6.84,72.22,4.61,68.24,0.38,0.66,0.54,4.5,7.78,0.65,4,0.2,0,0,0.05,0,0,0,0.04,0,0,6,0.33,16.67,0,0,0.11,0,0,0,0.11,0,0,0.16,0,1.9,34.29,0.6,0.87,0.05,18.82,0.6,0.81,32.44,81.94,13.89,68.75,2.66,93.88,12.59,95.26,25.5,87.23,6.84,63.49,22.9,38.92,0,0,0,0,0,0,4.18,71.43,0.43,37.5,0.43,37.5,0.16,0,7.43,62.04,0,NA,0,NA,0,0,0,0,NA,NA,2.12,NA,0,0,0,0,0,0,"Argentina","STE","ARG_STE","Defensas",NA
