"jugador","equipo","equipo_durante_el_periodo_seleccionado","posicion_especifica","edad","valor_de_mercado_transfermarkt","vencimiento_contrato","partidos_jugados","minutos","goles","x_g","asistencias","x_a","duelos_90","duelos_ganados_percent","pais_de_nacimiento","pasaporte","pie","altura","peso","en_prestamo","acciones_defensivas_realizadas_90","duelos_defensivos_90","duelos_defensivos_ganados_percent","duelos_aereos_en_los_90","duelos_aereos_ganados_percent","entradas_90","posesion_conquistada_despues_de_una_entrada","tiros_interceptados_90","interceptaciones_90","posesion_conquistada_despues_de_una_interceptacion","faltas_90","tarjetas_amarillas","tarjetas_amarillas_90","tarjetas_rojas","tarjetas_rojas_90","acciones_de_ataque_exitosas_90","goles_90","goles_excepto_los_penaltis","goles_excepto_los_penaltis_90","x_g_90","goles_de_cabeza","goles_de_cabeza_90","remates","remates_90","tiros_a_la_porteria_percent","goles_hechos_percent","centros_90","precision_centros_percent","centros_desde_la_banda_izquierda_90","precision_centros_desde_la_banda_izquierda_percent","centros_desde_la_banda_derecha_90","precision_centros_desde_la_banda_derecha_percent","centros_al_area_pequena_90","regates_90","regates_realizados_percent","duelos_atacantes_90","duelos_atacantes_ganados_percent","toques_en_el_area_de_penalti_90","carreras_en_progresion_90","aceleraciones_90","pases_recibidos_90","pases_largos_recibidos_90","faltas_recibidas_90","pases_90","precision_pases_percent","pases_hacia_adelante_90","precision_pases_hacia_adelante_percent","pases_hacia_atras_90","precision_pases_hacia_atras_percent","pases_laterales_90","precision_pases_laterales_percent","pases_cortos_medios_90","precision_pases_cortos_medios_percent","pases_largos_90","precision_pases_largos_percent","longitud_media_pases_m","longitud_media_pases_largos_m","x_a_90","asistencias_90","second_assists_90","third_assists_90","desmarques_90","precision_desmarques_percent","jugadas_claves_90","pases_en_el_ultimo_tercio_90","precision_pases_en_el_ultimo_tercio_percent","pases_al_area_de_penalti_90","pases_hacia_el_area_pequena_percent","pases_en_profundidad_90","precision_pases_en_profundidad_percent","ataque_en_profundidad_90","centros_desde_el_ultimo_tercio_90","pases_progresivos_90","precision_pases_progresivos_percent","goles_recibidos","goles_recibidos_90","remates_en_contra","remates_en_contra_90","porterias_imbatidas_en_los_90","paradas_percent","x_g_en_contra","x_g_en_contra_90","goles_evitados","goles_evitados_90","pases_hacia_atras_recibidos_del_arquero_90","salidas_90","tiros_libres_90","tiros_libres_directos_90","tiros_libres_directos_percent","corneres_90","penaltis_a_favor","penaltis_realizados_percent","Country","Code","logo_team","categoria","archivo_png.x","archivo_png.y","archivo_png"
"J. González","Tolima","Tolima","RAMF",23,1200000,NA,24,1396,4,3.59,0,0.59,19.66,43.28,"Colombia","Colombia","derecho",172,67,"si",6.64,5.48,67.06,1.55,25,0.64,0.91,0.13,2.32,3.27,1.22,3,0.19,0,0,2.77,0.26,4,0.26,0.23,0,0,21,1.35,47.62,19.048,2.26,22.86,0.13,0,2.13,24.24,0,2.77,58.14,10.38,37.27,3.42,2.06,0.71,16.25,1.74,2.26,19.28,74.58,3.74,58.62,6.06,94.68,5.16,67.5,16.44,81.96,0.71,63.64,15.66,13.21,0.04,0.64,0.06,0,0,0,0.32,1.1,64.71,2.06,40.63,0,0,0.71,0.39,2.06,71.88,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,0,0,"Colombia","TOL","COL_TOL","Mediocampo_Ofensivo",NA,NA,NA
"S. Vega","Millonarios","Millonarios","LDMF",27,8e+05,"2026-12-31",19,1385,0,0.07,2,0.42,11.89,55.19,"Colombia","Colombia","derecho",178,65,"no",8.06,5.59,63.95,1.49,47.83,0.13,0.21,0.26,4.35,6.93,1.17,1,0.06,0,0,0.52,0,0,0,0,0,0,3,0.19,0,0,0.26,50,0.06,0,0.13,50,0,0.39,66.67,2.79,48.84,0.39,0.32,0,36.19,0.13,1.1,50.69,88.46,18.39,82.33,5.65,96.55,19.36,91.95,47.83,89.95,2.6,65,17.35,20,0.03,0.45,0,0,0.26,50,0.19,7.93,90.16,1.04,56.25,0.71,45.45,0.52,0.13,8.71,82.09,0,NA,0,NA,0,0,0,0,NA,NA,0.32,NA,0,0,0,0,0,0,"Colombia","MIL","COL_MIL","Mediocampo_Defensivo",NA,NA,NA
"F. Espinal","Deportivo Pasto","Deportivo Pasto","LW",27,2e+05,NA,21,1375,0,0.9,0,1.79,20.36,41.8,"Colombia","Colombia","izquierdo",181,74,"si",4.71,4.45,47.06,2.23,38.24,0.26,0.35,0.2,2.36,3.11,1.64,4,0.26,0,0,3.86,0,0,0,0.06,0,0,23,1.51,8.7,0,4.65,25.35,3.93,21.67,0.72,45.45,0.46,4.65,54.93,11.39,41.38,1.77,2.62,0.59,13.35,2.03,1.51,19.83,69.31,3.86,67.8,5.04,93.51,8.05,56.1,14.01,86.92,1.51,30.43,22.47,23.95,0.12,1.11,0,0,0,0,0.59,1.11,64.71,4.06,27.42,0.13,50,0.2,1.24,2.49,76.32,0,NA,0,NA,0,0,0,0,NA,NA,0.07,NA,0.39,0.13,0,1.37,0,0,"Colombia","PAS","COL_PAS","Extremos",NA,NA,NA
"I. Alba","Atlético Bucaramanga","Atlético Bucaramanga","RB",30,4e+05,NA,15,1371,2,0.65,2,2.3,8.86,45.93,"Colombia","Colombia","derecho",175,0,"no",6.56,4.14,60.32,1.12,29.41,0.13,0.16,0.13,3.94,4.84,0.53,1,0.07,0,0,2.43,0.13,2,0.13,0.04,0,0,17,1.12,29.41,11.765,3.87,42.37,0,0,3.87,42.37,0.26,1.05,43.75,2.43,32.43,0.46,1.12,0.07,22.78,2.36,0.33,29.87,66.15,12.34,57.45,3.54,88.89,9.65,68.03,19.1,76.29,6.96,51.89,23.74,37.5,0.15,1.64,0.07,0,0.13,0,0.46,6.5,52.53,4.14,44.44,1.18,16.67,0.26,1.84,9.06,78.99,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,1.77,0.33,20,1.38,0,0,"Colombia","BUC","COL_BUC","Defensas",NA,NA,NA
"B. Montaño","La Equidad","La Equidad","LCB",23,450000,NA,15,1369,0,0.15,0,0.01,7.56,56.52,"Colombia","Colombia","izquierdo",188,80,"no",6.18,3.02,73.91,1.97,56.67,0,0,0.33,3.94,5.31,0.59,2,0.13,1,0.07,0.13,0,0,0,0.01,0,0,2,0.13,0,0,0.13,50,0.13,50,0,0,0,0.26,25,1.18,22.22,0.2,0.39,0.07,23.8,0.33,0.07,35.5,85.74,17.55,76.78,2.37,91.67,11.96,95.05,29.39,92.62,5.98,52.75,21.84,37.88,0,0.13,0,0,0,0,0.07,5.33,66.67,0.59,55.56,0.2,33.33,0.2,0.13,7.63,81.03,0,NA,0,NA,0,0,0,0,NA,NA,1.58,NA,0,0,0,0,0,0,"Colombia","EQU","COL_EQU","Defensas",NA,NA,NA
"J. Pineda","Águilas Doradas","Águilas Doradas","RB",27,6e+05,NA,20,1367,1,1.09,1,0.95,14.22,56.94,"Colombia","Colombia","derecho",180,70,"no",8.43,7.04,58.88,2.17,75.76,0.53,0.75,0.07,3.75,5.36,1.58,7,0.46,1,0.07,1.91,0.07,1,0.07,0.07,1,0.07,26,1.71,19.23,3.846,2.11,31.25,0.4,33.33,1.71,30.77,0.13,1.19,66.67,3.56,44.44,0.66,1.19,0.2,31.47,1.19,0.59,45.43,82.9,16.13,75.51,7.7,93.16,15.67,87.39,35.22,89.72,8.16,66.13,21.36,35.69,0.06,0.92,0,0,0.2,66.67,0.33,8.89,72.59,2.83,55.81,0.46,57.14,0.86,0.66,9.61,80.14,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,0.72,0.26,0,0.59,0,0,"Colombia","AGD","COL_AGD","Defensas",NA,NA,NA
"F. Ángel","Junior","Junior","LCMF",24,5e+05,NA,22,1364,3,1.59,0,0.38,14.78,62.05,"Colombia","Colombia","derecho",176,68,"no",11.02,7.52,64.91,3.3,64,0.59,0.89,0.86,5.54,8.26,1.19,2,0.13,0,0,0.79,0.2,3,0.2,0.11,1,0.07,13,0.86,23.08,23.077,0.26,50,0,0,0.26,50,0.07,0.59,77.78,2.05,54.84,0.66,0.53,0,28.57,0.13,0.66,38.53,87.84,12.73,79.27,3.23,89.8,16.56,95.22,33.59,90.37,4.68,71.83,19.87,33.77,0.02,0.2,0,0.07,0.07,0,0.13,4.82,83.56,0.66,50,0.33,20,0.26,0.13,4.95,60,0,NA,0,NA,0,0,0,0,NA,NA,0.33,NA,0,0,0,0,0,0,"Colombia","JNR","COL_JNR","Mediocampo",NA,NA,NA
"E. Restrepo","Llaneros","Llaneros","DMF",26,0,NA,19,1363,1,0.07,1,0.07,11.42,53.76,"Colombia","Colombia",NA,0,0,"no",6.87,4.29,61.54,0.92,21.43,0.2,0.32,0.33,4.03,6.44,1.06,6,0.4,0,0,1.12,0.07,1,0.07,0,0,0,4,0.26,25,25,0.26,25,0,0,0.26,25,0,1.32,70,4.16,60.32,0,0.73,0.2,29.65,0.33,0.99,41.2,89.58,10.96,80.12,5.81,97.73,18.03,93.77,38.83,91.33,2.11,65.63,17.4,31.98,0,0.26,0,0,0.07,100,0.07,5.08,71.43,0.33,40,0.13,50,0,0.07,3.76,71.93,0,NA,0,NA,0,0,0,0,NA,NA,0.79,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Mediocampo_Defensivo",NA,NA,NA
"A. Sarmiento","Atlético Nacional","Atlético Nacional","LAMF",27,7e+05,"2027-06-30",21,1362,4,3.55,3,1.31,15.46,41.45,"Colombia","Colombia","derecho",176,60,"no",5.02,4.69,56.34,0.33,40,0.07,0.11,0.07,2.31,3.96,1.52,2,0.13,0,0,2.58,0.26,4,0.26,0.23,0,0,29,1.92,41.38,13.793,1.19,33.33,0.86,23.08,0.33,60,0.07,2.84,46.51,8.52,36.43,2.25,2.71,0.53,19.76,1.19,1.59,22.73,79.94,5.35,69.14,5.55,88.1,6.08,81.52,20.68,83.39,0.99,66.67,16.32,18.19,0.09,0.93,0.07,0,0.2,33.33,0.4,2.64,75,1.98,46.67,0.4,50,0.93,0.2,2.44,83.78,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.26,0.07,100,0.79,0,0,"Colombia","NAC","COL_NAC","Mediocampo_Ofensivo",NA,NA,NA
"Y. Díaz","Fortaleza","Fortaleza","RCB",28,250000,NA,15,1356,0,0.68,0,0.1,9.16,58.7,"Colombia","Colombia","derecho",178,70,"no",7.57,4.58,66.67,2.59,51.28,0.2,0.32,0.8,4.31,6.99,0.4,1,0.07,0,0,0.33,0,0,0,0.04,0,0,9,0.6,11.11,0,0.27,50,0.2,66.67,0.07,0,0.13,0.2,66.67,1,60,0.73,1.92,0,32.79,0.27,0.27,48.78,86.53,22.96,77.75,2.72,92.68,17.92,94.07,39.62,92.96,8.89,58.96,22.65,42.67,0.01,0.07,0,0,0,0,0,8.89,73.13,0.6,22.22,0.73,9.09,0.2,0.13,11.48,78.61,0,NA,0,NA,0,0,0,0,NA,NA,1.26,NA,0.07,0.07,0,0,0,0,"Colombia","FOZ","COL_FOZ","Defensas",NA,NA,NA
"K. Osorio","Deportivo Pereira","Deportivo Pereira","LDMF",31,450000,NA,17,1354,1,0.88,0,0.71,11.23,56.21,"Colombia","Colombia","izquierdo",181,74,"no",7.78,5.38,60.49,2.06,58.06,0.53,0.73,0.2,3.99,5.5,1.06,5,0.33,0,0,0.86,0.07,1,0.07,0.06,0,0,10,0.66,40,10,0.6,44.44,0.53,37.5,0.07,100,0.07,0.4,66.67,2.33,51.43,0.8,1.26,0.07,23.86,0.6,0.86,34.7,83.14,11.57,74.71,4.65,94.29,13.09,88.83,30.71,85.93,3.46,63.46,19.43,33.53,0.05,0.8,0,0,0.13,50,0.13,5.98,78.89,1.46,68.18,0.33,80,0.8,0.27,6.78,66.67,0,NA,0,NA,0,0,0,0,NA,NA,0.53,NA,0.27,0.07,100,0.4,0,0,"Colombia","PER","COL_PER","Mediocampo_Defensivo",NA,NA,NA
"J. Colorado","La Equidad","La Equidad","RDMF",24,350000,NA,18,1352,1,1.77,0,0.22,14.31,47.91,"Colombia","Colombia","derecho",180,72,"no",7.59,6.59,59.6,1.33,35,0.6,0.91,0.4,3.06,4.65,1.53,8,0.53,1,0.07,1,0.07,1,0.07,0.12,0,0,9,0.6,33.33,11.111,0.27,75,0,0,0.27,75,0.07,1.33,45,4.99,36,0.93,0.47,0,28.16,0.67,1.07,39.14,86.56,12.25,75,4.93,93.24,14.38,93.98,36.68,87.84,2.26,64.71,16.73,23.28,0.01,0.4,0,0,0.07,0,0,5.53,80.72,0.8,58.33,0.13,0,0.6,0.2,5.66,76.47,0,NA,0,NA,0,0,0,0,NA,NA,0.07,NA,0,0,0,0,0,0,"Colombia","EQU","COL_EQU","Mediocampo_Defensivo",NA,NA,NA
"M. Castaño","Deportivo Pasto","Deportivo Pasto","LB",31,250000,NA,17,1350,1,0.47,1,0.41,12,56.11,"Colombia","Colombia","izquierdo",177,71,"no",8.6,7.4,62.16,1.47,45.45,0.27,0.32,0.2,3.73,4.42,0.93,5,0.33,0,0,1.93,0.07,1,0.07,0.03,0,0,6,0.4,33.33,16.667,3.07,43.48,3.07,43.48,0,0,0.27,0.8,50,2.2,48.48,0.6,1.07,0,19.67,1.93,0.73,27.4,77.86,9.4,67.38,4.73,91.55,8.13,73.77,20.73,88.75,3.87,44.83,20.51,38.35,0.03,0.47,0,0.07,0.07,100,0.2,4.27,57.81,3.13,48.94,0.4,16.67,0.2,1.2,6.73,73.27,0,NA,0,NA,0,0,0,0,NA,NA,0.27,NA,0,0,0,0.2,0,0,"Colombia","PAS","COL_PAS","Defensas",NA,NA,NA
"D. Moreno","Medellín","Medellín","LCMF",29,9e+05,"2026-06-30",23,1338,2,1.84,1,0.65,10.9,57.41,"Colombia","Colombia","derecho",185,75,"no",3.83,3.16,76.6,1.95,48.28,0,0,0.13,1.41,2.43,0.47,2,0.13,0,0,1.48,0.13,2,0.13,0.12,0,0,38,2.56,23.68,5.263,0.54,37.5,0.2,33.33,0.34,40,0,0.87,76.92,4.44,51.52,1.68,1.14,0,33.7,1.82,1.75,39.42,91.13,10.36,86.36,7.94,95.76,12.98,92.23,38.14,92.77,0.87,46.15,14.3,11.22,0.04,0.74,0.07,0,0,0,0.2,5.92,84.09,1.28,63.16,0.07,0,0.81,0.2,5.11,96.05,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.4,0.4,33.33,1.01,0,0,"Colombia","MDL","COL_MDL","Mediocampo",NA,NA,NA
"V. Mejía","Deportivo Pereira","Deportivo Pereira","DMF",32,4e+05,NA,17,1336,0,0.04,0,0.14,17.51,50,"Colombia","Colombia","derecho",184,70,"no",8.08,7.95,58.47,2.09,38.71,0,0,0.13,3.44,5.6,1.41,6,0.4,0,0,0.67,0,0,0,0,0,0,3,0.2,33.33,0,0.2,0,0.07,0,0.13,0,0,1.15,52.94,5.59,46.99,0.13,1.62,0.13,33.62,0.07,1.21,47.02,89.54,14.21,79.15,6.94,97.09,19.94,95.61,44.39,91.05,2.43,69.44,18.1,28.55,0.01,0.61,0.07,0.07,0.07,0,0,6.74,79,0.81,41.67,0.13,0,0.2,0,5.66,82.14,0,NA,0,NA,0,0,0,0,NA,NA,1.28,NA,0,0,0,0,0,0,"Colombia","PER","COL_PER","Mediocampo_Defensivo",NA,NA,NA
"L. Pons","Atlético Bucaramanga","Atlético Bucaramanga","CF",35,4e+05,"2025-12-31",17,1336,9,8,1,0.75,16.3,40.08,"Argentina","Argentina","derecho",181,79,"no",3.3,3.17,57.45,4.65,34.78,0.2,0.35,0.13,1.28,2.21,1.08,3,0.2,0,0,1.68,0.61,6,0.4,0.54,2,0.13,41,2.76,48.78,21.951,0.2,66.67,0.07,100,0.13,50,0,0.47,42.86,5.79,32.56,3.3,0.2,0,13.2,1.82,1.21,16.5,77.96,4.11,62.3,3.84,91.23,4.31,84.38,15.76,79.06,0.54,50,15.18,17.68,0.05,0.61,0,0.07,0.2,0,0.2,1.62,58.33,1.41,66.67,0.2,0,1.08,0,1.62,70.83,0,NA,0,NA,0,0,0,0,NA,NA,0.13,NA,0,0,0,0,4,75,"Colombia","BUC","COL_BUC","Delanteros",NA,NA,NA
"C. Henao","Atlético Bucaramanga","Atlético Bucaramanga","LCB",36,150000,"2025-12-31",15,1314,0,1.45,0,0.04,10.14,67.57,"Colombia","Colombia","izquierdo",187,85,"no",6.71,4.11,70,3.77,67.27,0.27,0.46,0.07,3.56,6,1.1,4,0.27,0,0,0.48,0,0,0,0.1,0,0,16,1.1,31.25,0,0.21,66.67,0.14,50,0.07,100,0,0,0,0.62,77.78,0.55,0.14,0,26.03,1.03,0.75,37.26,83.09,16.23,71.31,1.92,89.29,16.16,93.22,30,92.24,7.12,45.19,24.12,44.79,0,0.07,0,0,0,0,0.07,6.3,52.17,0.48,42.86,0.34,40,0.14,0.07,7.6,74.77,0,NA,0,NA,0,0,0,0,NA,NA,1.23,NA,0.68,0.55,50,0,0,0,"Colombia","BUC","COL_BUC","Defensas",NA,NA,NA
"E. Arango","Boyacá Chicó","Boyacá Chicó","RW",31,350000,NA,15,1309,3,1.76,0,2.4,23.1,39.58,"Colombia","Colombia","derecho",173,63,"no",4.47,4.4,45.31,1.31,21.05,0.07,0.11,0,2.41,3.75,1.38,7,0.48,2,0.14,5.36,0.21,3,0.21,0.12,0,0,27,1.86,40.74,11.111,4.19,36.07,0.69,30,3.51,37.25,0.62,6.26,48.35,15.4,38.84,1.65,3.44,0,24.96,2.06,2.54,32.66,82.53,7.36,79.44,7.22,92.38,10.24,75.17,26.54,91.45,1.99,58.62,16.7,20.23,0.16,1.44,0,0,0.07,100,0.41,3.51,84.31,4.13,48.33,0.34,20,0.76,1.65,5.29,88.31,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,1.24,0.14,50,2.13,0,0,"Colombia","BYC","COL_BYC","Extremos",NA,NA,NA
"O. Vanegas","Unión Magdalena","Unión Magdalena","RCB",29,4e+05,NA,14,1303,1,0.59,0,0.02,10.5,62.5,"Colombia","Colombia","derecho",185,74,"no",7.6,4.83,75.71,3.25,57.45,0.14,0.18,0.41,3.8,5.05,0.9,5,0.35,0,0,0.28,0.07,1,0.07,0.04,1,0.07,5,0.35,60,20,0.07,0,0,0,0.07,0,0,0.07,100,0.9,46.15,0.41,0.28,0,16.65,0.14,0.35,27.08,81.12,12.43,68.33,1.66,95.83,10.98,93.71,21.62,90.73,5.39,43.59,25.04,41.4,0,0.07,0,0,0,0,0,2.14,48.39,0.28,0,0.07,0,0,0,5.32,51.95,0,NA,0,NA,0,0,0,0,NA,NA,1.17,NA,0,0,0,0,0,0,"Colombia","UMG","COL_UMG","Defensas",NA,NA,NA
"W. Morelo","Águilas Doradas","Águilas Doradas","CF",38,2e+05,NA,18,1302,4,4.71,0,0.56,15.14,29.68,"Colombia","Colombia","derecho",171,68,"no",1.45,1.66,54.17,2.7,20.51,0.07,0.1,0,0.48,0.67,0.97,3,0.21,0,0,1.18,0.28,4,0.28,0.33,0,0,18,1.24,44.44,22.222,0.14,50,0,0,0.14,50,0,1.31,42.11,7.67,27.93,2.28,1.11,0.14,11.47,2.07,1.38,16.94,86.94,2.9,69.05,6.15,96.63,4.7,92.65,15.76,87.72,1.04,80,15.01,16.37,0.04,0.62,0.07,0,0.07,0,0.07,1.45,71.43,0.55,62.5,0.14,0,0.62,0.07,1.18,88.24,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0,1,0,"Colombia","AGD","COL_AGD","Delanteros",NA,NA,NA
"Jesus Rivas","Junior","Junior","LDMF",28,1e+06,"2026-12-31",17,1295,3,1.23,0,0.58,19.39,48.03,"Colombia","Colombia","derecho",175,70,"no",6.25,6.6,60,1.81,38.46,0.14,0.21,0.07,2.15,3.26,1.46,5,0.35,0,0,2.78,0.21,3,0.21,0.09,1,0.07,27,1.88,29.63,11.111,0.42,50,0.21,66.67,0.21,33.33,0.07,2.5,72.22,9.03,45.38,1.32,1.25,0.14,33.36,0.83,1.88,45.1,84.75,16.75,73.03,5.42,96.15,13.41,91.19,40.59,86.82,4.1,67.8,16.59,34.08,0.04,0.9,0.07,0.07,0.42,50,0.28,7.78,75.89,2.02,65.52,0.42,50,1.04,0.21,7.92,78.95,0,NA,0,NA,0,0,0,0,NA,NA,0.21,NA,0.14,0.07,0,0.21,0,0,"Colombia","JNR","COL_JNR","Mediocampo_Defensivo",NA,NA,NA
"V. Cabezas","Deportivo Pasto","Deportivo Pasto","GK",27,150000,NA,13,1294,0,0,0,0,1.11,62.5,"Colombia","Colombia","izquierdo",190,79,"no",1.04,0.14,0,0.49,85.71,0,0,0.07,1.04,1.21,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,66.67,0,0,0,4.38,0.14,0.21,9.6,84.06,5.36,79.22,0,0,3.89,91.07,5.7,95.12,3.89,67.86,32.6,49.7,0,0,0,0,0,0,0,1.04,53.33,0,0,0.14,50,0,0,3.27,74.47,16,1.11,44,3.06,4,63.64,9.25,0.64,-6.75,-0.469,0,1.88,NA,NA,NA,0,0,0,"Colombia","PAS","COL_PAS","Arqueros",NA,NA,NA
"J. Castilla","La Equidad","La Equidad","LCMF",21,0,"2026-06-30",21,1291,1,0.57,1,1.05,13.04,43.32,"Colombia","Colombia, United States","izquierdo",179,58,"no",6.2,5.51,56.96,1.53,31.82,0.42,0.49,0.14,2.65,3.11,1.53,3,0.21,0,0,1.12,0.07,1,0.07,0.04,0,0,8,0.56,12.5,12.5,1.32,36.84,0.91,46.15,0.42,16.67,0,0.7,80,4.53,33.85,0.63,0.7,0.14,31.09,1.05,1.05,40.85,84.64,10.88,67.31,8.85,95.28,14.64,90,36.39,90.23,3.14,40,17.6,27.87,0.07,0.91,0,0.07,0,0,0.35,5.16,67.57,1.88,25.93,0.49,28.57,0.07,0.56,5.58,68.75,0,NA,0,NA,0,0,0,0,NA,NA,0.21,NA,0.14,0,0,0.77,0,0,"Colombia","EQU","COL_EQU","Mediocampo",NA,NA,NA
"J. Lasso","Llaneros","Llaneros","LB",23,0,NA,13,1289,0,0.5,0,0.67,13.13,43.62,"Colombia","Colombia","derecho",0,0,"no",7.26,5.59,65,1.82,34.62,0.35,0.54,0.07,3.28,5.09,0.84,1,0.07,0,0,2.23,0,0,0,0.03,0,0,14,0.98,7.14,0,3.56,47.06,3.49,48,0.07,0,0.28,1.4,30,3.7,20.75,0.77,1.54,0.42,17.25,1.33,0.28,27.23,79.49,9.57,77.37,4.12,94.92,9.08,74.62,21.71,87.14,2.51,52.78,19.19,39.16,0.05,0.56,0.07,0,0.07,100,0.21,2.79,77.5,3,39.53,0.21,33.33,0.14,1.47,5.1,69.86,0,NA,0,NA,0,0,0,0,NA,NA,0.42,NA,0,0,0,0,0,0,"Colombia","LNR","COL_LNR","Defensas",NA,NA,NA
"W. Fernández","Alianza","Alianza","AMF",27,3e+05,NA,18,1285,1,2.07,1,1.06,17.23,41.06,"Uruguay","Uruguay","izquierdo",182,77,"no",4.97,4.06,58.62,3.01,46.51,0.07,0.1,0.21,2.52,3.76,1.54,4,0.28,0,0,2.03,0.07,1,0.07,0.15,0,0,22,1.54,31.82,4.545,0.98,57.14,0.63,33.33,0.28,100,0.14,1.26,77.78,7.77,36.94,1.4,0.91,0.14,21.57,1.33,0.98,28.23,80.65,7.63,67.89,6.93,93.94,8.26,85.59,24.72,83.57,2.66,60.53,17.4,29.91,0.07,1.12,0,0.14,0.14,0,0.21,4.9,75.71,1.89,44.44,0.21,0,0.49,0.42,5.04,87.5,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,0.7,0.14,50,1.61,0,0,"Colombia","ALV","COL_ALV","Mediocampo_Ofensivo","MEDIOCAMPO_OFENSIVO_ALIANZA_W_FERNÁNDEZ.png","MEDIOCAMPO_OFENSIVO_ALIANZA_W_FERNÁNDEZ.png","MEDIOCAMPO_OFENSIVO_ALIANZA_W_FERNÁNDEZ.png"
"Y. Gordillo","Deportivo Cali","Deportivo Cali","RDMF",33,350000,"2025-12-31",16,1283,0,0.24,0,0,14.24,50.25,"Colombia","Colombia","derecho",176,73,"no",9.68,7.72,59.09,2.17,38.71,1.61,2.25,0.35,3.51,4.89,2.24,3,0.21,0,0,0.77,0,0,0,0.02,0,0,7,0.49,0,0,0.63,77.78,0.21,66.67,0.42,83.33,0.07,0.49,57.14,1.82,50,0.35,0.28,0,23.5,0.28,0.49,34.86,83.7,14.94,73.71,3.02,88.37,11.22,92.5,30.16,87.67,4.07,55.17,16.48,28.25,0,0,0,0,0,0,0,5.19,63.51,0.98,50,0.21,0,0.07,0.42,5.68,72.84,0,NA,0,NA,0,0,0,0,NA,NA,0.14,NA,0,0,0,0,0,0,"Colombia","CAL","COL_CAL","Mediocampo_Defensivo",NA,NA,NA
"C. Trujillo","Tolima","Tolima","RDMF",26,550000,NA,24,1277,0,0.8,0,0.09,16.07,53.07,"Colombia","Colombia","derecho",174,65,"no",7.96,7.82,64.86,2.89,46.34,0.28,0.37,0.35,2.61,3.42,1.69,4,0.28,0,0,0.63,0,0,0,0.06,0,0,8,0.56,25,0,0.14,50,0,0,0.14,50,0,0.78,54.55,3.31,36.17,0.49,0.42,0.07,25.65,0.07,0.7,36.44,87.04,12.9,78.69,4.93,97.14,12.33,91.43,34.11,89.46,2.18,51.61,15.95,20.49,0.01,0.21,0,0,0,0,0.07,5.14,83.56,0.7,30,0.28,0,0.14,0.07,5.5,75.64,0,NA,0,NA,0,0,0,0,NA,NA,0.35,NA,0,0,0,0,0,0,"Colombia","TOL","COL_TOL","Mediocampo_Defensivo",NA,NA,NA
"D. Asprilla","Atlético Nacional","Atlético Nacional","LW",33,1200000,"2026-06-30",23,1273,3,2.91,2,0.56,16.68,44.49,"Colombia","Colombia","derecho",180,75,"no",4.1,3.46,57.14,3.82,53.7,0.07,0.12,0.07,2.05,3.57,1.13,3,0.21,1,0.07,1.7,0.21,3,0.21,0.21,1,0.07,24,1.7,41.67,12.5,0.99,7.14,0.07,0,0.92,7.69,0.14,1.56,50,7.28,32.04,2.47,0.85,0.28,15.06,1.91,1.13,18.59,76.05,4.1,68.97,4.52,93.75,4.95,77.14,16.97,80.42,0.78,54.55,15.3,17.93,0.04,0.28,0,0.07,0.14,100,0.14,1.7,91.67,0.71,40,0.14,100,0.57,0.07,2.26,71.88,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0,0,0,0.07,0,0,"Colombia","NAC","COL_NAC","Extremos",NA,NA,NA
"G. Torres","Deportivo Pereira","Deportivo Pereira","CF",29,3e+05,NA,22,1269,2,3.34,3,0.91,19.86,38.57,"Colombia","Colombia","derecho",181,78,"no",4.89,4.61,67.69,4.54,32.81,0.64,0.8,0.07,1.13,1.43,1.49,6,0.43,0,0,1.84,0.14,2,0.14,0.24,1,0.07,26,1.84,30.77,7.692,1.28,38.89,0.07,100,1.21,35.29,0.28,1.91,40.74,7.38,26.92,2.55,0.85,0.28,13.4,2.55,0.85,18.51,82.38,3.26,60.87,5.46,90.91,6.03,81.18,16.1,87.67,1.13,56.25,16.44,19.6,0.06,0.78,0,0.07,0.14,0,0.35,1.91,62.96,1.49,33.33,0.28,25,0.28,0.57,2.13,63.33,0,NA,0,NA,0,0,0,0,NA,NA,0,NA,0.28,0.14,50,0.5,0,0,"Colombia","PER","COL_PER","Delanteros",NA,NA,NA
